COMPANY,FROM YEAR,YEAR,ATTACHMENT,XBRL,ORIGINAL SUBMISSION DATE,Company ID
LG BALAKRISHNAN & BROS LIMITED,2023,2024,https://nsearchives.nseindia.com/corporate/LGBBROSLTD_05082024144755_LGBALAKRISHNANANDBROSLIMITEDBRSR20232024.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1212401_05082024025112_WEB.xml,5-Aug-24,BRSR_1212401_05082024025112
Panama Petrochem Limited,2023,2024,https://nsearchives.nseindia.com/corporate/PANAMAPET_05082024130932_brsr.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1212277_05082024010953_WEB.xml,5-Aug-24,BRSR_1212277_05082024010953
RailTel Corporation of India Limited,2023,2024,https://nsearchives.nseindia.com/corporate/RAILTEL_05082024124551_Business_Responsiblity_Sustainability_Report_FY202324.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1212255_05082024125139_WEB.xml,5-Aug-24,BRSR_1212255_05082024125139
Maruti Suzuki India Limited,2023,2024,https://nsearchives.nseindia.com/corporate/MARUTI_05082024110021_BRSR_PDF.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1212134_05082024110106_WEB.xml,5-Aug-24,BRSR_1212134_05082024110106
PI INDUSTRIES LIMITED,2023,2024,https://nsearchives.nseindia.com/corporate/PIIND_04082024112425_PIIL_BRSR_2024.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1212080_04082024112448_WEB.xml,4-Aug-24,BRSR_1212080_04082024112448
Zomato Limited,2023,2024,https://nsearchives.nseindia.com/corporate/ZOMATO_03082024223824_BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1212062_03082024103834_WEB.xml,3-Aug-24,BRSR_1212062_03082024103834
Globus Spirits Limited,2023,2024,https://nsearchives.nseindia.com/corporate/GLOBUSSPR_03082024222633_GlobusBRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1212055_03082024102719_WEB.xml,3-Aug-24,BRSR_1212055_03082024102719
Entero Healthcare Solutions Limited,2023,2024,https://nsearchives.nseindia.com/corporate/ENTERO_03082024194122_BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1211976_03082024074134_WEB.xml,3-Aug-24,BRSR_1211976_03082024074134
TITAGARH RAIL SYSTEMS LIMITED,2023,2024,https://nsearchives.nseindia.com/corporate/TWL_03082024182715_TRSLSubmissionofBRSRsigned.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1211902_03082024062925_WEB.xml,3-Aug-24,BRSR_1211902_03082024062925
ISGEC Heavy Engineering Limited,2023,2024,https://nsearchives.nseindia.com/corporate/ISGEC_03082024181814_IntimationBRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1211880_03082024061856_WEB.xml,3-Aug-24,BRSR_1211880_03082024061856
Action Construction Equipment Limited,2023,2024,https://nsearchives.nseindia.com/corporate/ACE_03082024175843_BRSR2024BSEACESIGNED.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1211842_03082024060019_WEB.xml,3-Aug-24,BRSR_1211842_03082024060019
SBI Life Insurance Company Limited,2023,2024,https://nsearchives.nseindia.com/corporate/Thanos_03082024163126_SEIntimation_BRSR_signed.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1211746_03082024043258_WEB.xml,3-Aug-24,BRSR_1211746_03082024043258
EMAMI PAPER MILLS LIMITED,2023,2024,https://nsearchives.nseindia.com/corporate/GAICH_03082024124227_epml_brsr_23_24_signed.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1211459_03082024124310_WEB.xml,3-Aug-24,BRSR_1211459_03082024124310
InterGlobe Aviation Limited,2023,2024,https://nsearchives.nseindia.com/corporate/Indigo1_02082024212021_Final_Disclosure_BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1211298_02082024093127_WEB.xml,2-Aug-24,BRSR_1211298_02082024093127
India Glycols Limited,2023,2024,https://nsearchives.nseindia.com/corporate/INDIAGLYCO_02082024193806_BRSRSE.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1211162_02082024073958_WEB.xml,2-Aug-24,BRSR_1211162_02082024073958
Electronics Mart India Limited,2023,2024,https://nsearchives.nseindia.com/corporate/EMILTD_02082024192623_IntimationBRSR24.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1211144_02082024072859_WEB.xml,2-Aug-24,BRSR_1211144_02082024072859
UPL LIMITED,2023,2024,https://nsearchives.nseindia.com/corporate/UPL_02082024184417_SE_BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1211033_02082024065435_WEB.xml,2-Aug-24,BRSR_1211033_02082024065435
NHPC LIMITED,2023,2024,https://nsearchives.nseindia.com/corporate/NHPC_02082024181825_SE_Intimation_BRSR_202324.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1210916_02082024061843_WEB.xml,2-Aug-24,BRSR_1210916_02082024061843
IOL Chemicals and Pharmaceuticals Limited,2023,2024,https://nsearchives.nseindia.com/corporate/IOLCP_02082024171527_BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1210686_02082024051628_WEB.xml,2-Aug-24,BRSR_1210686_02082024051628
UNO MINDA LIMITED,2023,2024,https://nsearchives.nseindia.com/corporate/MINDAIND1_02082024160647_Uno_Minda_BRSR_2023_24.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1210511_02082024040711_WEB.xml,2-Aug-24,BRSR_1210511_02082024040711
Ratnamani Metals & Tubes Limited,2023,2024,https://nsearchives.nseindia.com/corporate/RATNAMANI_02082024160318_RMTLBRSR02082024.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1210509_02082024040617_WEB.xml,2-Aug-24,BRSR_1210509_02082024040617
ASTRA MICROWAVE PRODUCTS LIMITED,2023,2024,https://nsearchives.nseindia.com/corporate/ASTRAMICRO_02082024153227_AstraBRSRReport02082024.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1210420_02082024033259_WEB.xml,2-Aug-24,BRSR_1210420_02082024033259
Praj Industries Limited,2023,2024,https://nsearchives.nseindia.com/corporate/PRAJIND_02082024143641_BRSR2024.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1210331_02082024024136_WEB.xml,2-Aug-24,BRSR_1210331_02082024024136
HINDUSTAN AERONAUTICS LIMITED,2023,2024,https://nsearchives.nseindia.com/corporate/HAL_02082024141509_BRSR_2024_signed.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1210294_02082024021541_WEB.xml,2-Aug-24,BRSR_1210294_02082024021541
Borosil Renewables Limited,2023,2024,https://nsearchives.nseindia.com/corporate/BORORENEW1_02082024122848_BRSRIntimation.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1210108_02082024122905_WEB.xml,2-Aug-24,BRSR_1210108_02082024122905
MAX ESTATES LIMITED,2023,2024,https://nsearchives.nseindia.com/corporate/MEL_02082024001202_20240801NoticeofAGM_signed.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1209964_02082024121218_WEB.xml,2-Aug-24,BRSR_1209964_02082024121218
KFin Technologies Limited,2023,2024,https://nsearchives.nseindia.com/corporate/KFINTECHNSE_01082024225541_Intimation.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1209956_01082024105616_WEB.xml,1-Aug-24,BRSR_1209956_01082024105616
Thyrocare Technologies Limited,2023,2024,https://nsearchives.nseindia.com/corporate/THYROCARE_01082024212316_BRSR31032024.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1209920_01082024092529_WEB.xml,1-Aug-24,BRSR_1209920_01082024092529
GAIL (India) Limited,2023,2024,https://nsearchives.nseindia.com/corporate/Himanshugail_01082024205141_BRSRPDF.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1209888_01082024085157_WEB.xml,1-Aug-24,BRSR_1209888_01082024085157
Coforge Limited,2023,2024,https://nsearchives.nseindia.com/corporate/COFORGE_01082024192514_BRSR_Intimation.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1209780_01082024073419_WEB.xml,1-Aug-24,BRSR_1209780_01082024073419
CEAT Limited,2023,2024,https://nsearchives.nseindia.com/corporate/CEATLTD_01082024185433_CEATSELetterNoticeandIntegratedARFY24.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1209727_01082024065639_WEB.xml,1-Aug-24,BRSR_1209727_01082024065639
Electrosteel Castings Limited,2023,2024,https://nsearchives.nseindia.com/corporate/ELECTCAST_01082024174955_FillingofBRSR202324.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1209517_01082024055025_WEB.xml,1-Aug-24,BRSR_1209517_01082024055025
NGL FINE-CHEM LIMITED,2023,2024,https://nsearchives.nseindia.com/corporate/NGL2022_01082024153326_BRSR2024.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1209033_01082024033540_WEB.xml,1-Aug-24,BRSR_1209033_01082024033540
JK Lakshmi Cement Limited,2023,2024,https://nsearchives.nseindia.com/corporate/JKLAKSHMI_01082024142024_FilingofBRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1208867_01082024022035_WEB.xml,1-Aug-24,BRSR_1208867_01082024022035
Page Industries Limited,2023,2024,https://nsearchives.nseindia.com/corporate/PAGEIND_01082024133411_BRSR2024.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1208840_01082024013727_WEB.xml,1-Aug-24,BRSR_1208840_01082024013727
CSB Bank Limited,2023,2024,https://nsearchives.nseindia.com/corporate/CSBBANK_31072024210356_BSENSECSBBRSR2024f.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1208534_31072024090822_WEB.xml,31-Jul-24,BRSR_1208534_31072024090822
Rossari Biotech Limited,2023,2024,https://nsearchives.nseindia.com/corporate/ROSSARI_31072024203636_20240731_Intimation_of_BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1208513_31072024083733_WEB.xml,31-Jul-24,BRSR_1208513_31072024083733
Flair Writing Industries Limited,2023,2024,https://nsearchives.nseindia.com/corporate/flair2016_01082024171124_Flair_BRSR_Corrigendum.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1209340_01082024051223_WEB.xml,31-Jul-24,BRSR_1209340_01082024051223
Power Finance Corporation Limited,2023,2024,https://nsearchives.nseindia.com/corporate/PFC2023_31072024185757_intimation30072024SIGNED.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1208331_31072024065846_WEB.xml,31-Jul-24,BRSR_1208331_31072024065846
KEC International Limited,2023,2024,https://nsearchives.nseindia.com/corporate/KEC_31072024184936_SEIntimation.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1208311_31072024065004_WEB.xml,31-Jul-24,BRSR_1208311_31072024065004
Balaxi Pharmaceuticals Limited,2023,2024,https://nsearchives.nseindia.com/corporate/BALAXI_31072024174248_Intimation.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1208053_31072024054304_WEB.xml,31-Jul-24,BRSR_1208053_31072024054304
APAR Industries Limited,2023,2024,https://nsearchives.nseindia.com/corporate/APARINDS_31072024171002_SubmissionofBRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1207963_31072024051116_WEB.xml,31-Jul-24,BRSR_1207963_31072024051116
Styrenix Performance Materials Limited,2023,2024,https://nsearchives.nseindia.com/corporate/INEOSSTYRO_31072024120825_SEintimationBRSR2024.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1207422_31072024121132_WEB.xml,31-Jul-24,BRSR_1207422_31072024121132
EPL Limited,2023,2024,https://nsearchives.nseindia.com/corporate/EPL_31072024000029_SEIntimationReg34_2_sd.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1207292_31072024120042_WEB.xml,31-Jul-24,BRSR_1207292_31072024120042
H.G. Infra Engineering Limited,2023,2024,https://nsearchives.nseindia.com/corporate/HGINFRA_30072024224121_AnnualReportandAGMNotice21082024.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1207269_30072024104210_WEB.xml,30-Jul-24,BRSR_1207269_30072024104210
Metropolis Healthcare Limited,2023,2024,https://nsearchives.nseindia.com/corporate/METROPOLIS_30072024222649_BRSR_2024_Signed.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1207260_30072024102729_WEB.xml,30-Jul-24,BRSR_1207260_30072024102729
Valiant Organics Limited,2023,2024,https://nsearchives.nseindia.com/corporate/VALIANTORG_30072024215901_NSEBRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1207251_30072024095923_WEB.xml,30-Jul-24,BRSR_1207251_30072024095923
KPIT Technologies Limited,2023,2024,https://nsearchives.nseindia.com/corporate/KPITTECH_30072024214749_CoverBRSR2324_signed.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1207244_30072024094916_WEB.xml,30-Jul-24,BRSR_1207244_30072024094916
Tide Water Oil Company (India) Limited,2023,2024,https://nsearchives.nseindia.com/corporate/TIDEWATER1_30072024201129_twobrsr2324.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1207182_30072024081143_WEB.xml,30-Jul-24,BRSR_1207182_30072024081143
Bharti Airtel Limited,2023,2024,https://nsearchives.nseindia.com/corporate/BHARTIARTL_30072024193008_SignedSTXIntimationBRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1207158_30072024075411_WEB.xml,30-Jul-24,BRSR_1207158_30072024075411
CITY UNION BANK LIMITED,2023,2024,https://nsearchives.nseindia.com/corporate/CUB_30072024191836_BRSRREPORT2024.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1207092_30072024071908_WEB.xml,30-Jul-24,BRSR_1207092_30072024071908
Wonderla Holidays Limited,2023,2024,https://nsearchives.nseindia.com/corporate/WONDERLA_30072024191649_BRSR_2024.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1207088_30072024071734_WEB.xml,30-Jul-24,BRSR_1207088_30072024071734
TEGA INDUSTRIES LIMITED,2023,2024,https://nsearchives.nseindia.com/corporate/TEGA_30072024185757_BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1207023_30072024065923_WEB.xml,30-Jul-24,BRSR_1207023_30072024065923
EICHER MOTORS LIMITED,2023,2024,https://nsearchives.nseindia.com/corporate/EICHERMOT_30072024174835_EMLBRSR2024StockExchange30072024Signed.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1206800_30072024055030_WEB.xml,30-Jul-24,BRSR_1206800_30072024055030
KALYANI STEELS LIMITED,2023,2024,https://nsearchives.nseindia.com/corporate/KSL_30072024164747_BRSRKSLAR202324.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1206600_30072024044758_WEB.xml,30-Jul-24,BRSR_1206600_30072024044758
Bajel Projects Limited,2023,2024,https://nsearchives.nseindia.com/corporate/BAJEL_30072024163452_BRSR29072024sign.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1206546_30072024043530_WEB.xml,30-Jul-24,BRSR_1206546_30072024043530
REC Limited,2023,2024,https://nsearchives.nseindia.com/corporate/RECLTD_29072024235135_signed_IntimationBRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1205893_29072024115152_WEB.xml,29-Jul-24,BRSR_1205893_29072024115152
India Pesticides Limited,2023,2024,https://nsearchives.nseindia.com/corporate/IPL_29072024215743_IPLBRSRREPORT2324signed.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1205865_29072024100335_WEB.xml,29-Jul-24,BRSR_1205865_29072024100335
HINDALCO INDUSTRIES LIMITED,2023,2024,https://nsearchives.nseindia.com/corporate/HINDALCO_29072024213210_Reg34_BRSR_Signed.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1205857_29072024093250_WEB.xml,29-Jul-24,BRSR_1205857_29072024093250
Kotak Mahindra Bank Limited,2023,2024,https://nsearchives.nseindia.com/corporate/Akash_29072024200820_ARbrsr.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1205779_29072024081100_WEB.xml,29-Jul-24,BRSR_1205779_29072024081100
KCP LIMITED,2023,2024,https://nsearchives.nseindia.com/corporate/radhika_29072024195445_BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1205756_29072024075511_WEB.xml,29-Jul-24,BRSR_1205756_29072024075511
Delta Corp Limited,2023,2024,https://nsearchives.nseindia.com/corporate/DELTACORP_29072024192914_DCL.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1205722_29072024072956_WEB.xml,29-Jul-24,BRSR_1205722_29072024072956
Life Insurance Corporation of India,2023,2024,https://nsearchives.nseindia.com/corporate/LIC_BOARD_29072024191318_BRSR_FY24.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1205699_29072024071347_WEB.xml,29-Jul-24,BRSR_1205699_29072024071347
Bandhan Bank Limited,2023,2024,https://nsearchives.nseindia.com/corporate/BANDHANBNK_29072024184908_Annual_Report_FY_2023_24_Bandhan_Bank.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1205661_29072024065010_WEB.xml,29-Jul-24,BRSR_1205661_29072024065010
Max Financial Services Limited,2023,2024,https://nsearchives.nseindia.com/corporate/Max_29072024180605_SEDISBRSRMFSL2024.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1205520_29072024060633_WEB.xml,29-Jul-24,BRSR_1205520_29072024060633
Oriental Aromatics Limited,2023,2024,https://nsearchives.nseindia.com/corporate/OAL_29072024172328_Intimation.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1205389_29072024052357_WEB.xml,29-Jul-24,BRSR_1205389_29072024052357
HATSUN AGRO PRODUCT LIMITED,2023,2024,https://nsearchives.nseindia.com/corporate/HATSUN_29072024155914_BRSR31Mar2024sd.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1205152_29072024040116_WEB.xml,29-Jul-24,BRSR_1205152_29072024040116
BHARAT HEAVY ELECTRICALS LIMITED,2023,2024,https://nsearchives.nseindia.com/corporate/BHEL_30072024171011_lettertoSEBRSRcorrection300724.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1206669_30072024051054_WEB.xml,29-Jul-24,BRSR_1206669_30072024051054
TTK Prestige Limited,2023,2024,https://nsearchives.nseindia.com/corporate/TTKPRESTIG1_29072024151814_CoverringLetter_BRSR_Combined_Signed.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1205066_29072024031959_WEB.xml,29-Jul-24,BRSR_1205066_29072024031959
THEJO ENGINEERING LIMITED,2023,2024,https://nsearchives.nseindia.com/corporate/THEJO_29072024140148_NSE_Intimation_BRSR_2024.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1204960_29072024020725_WEB.xml,29-Jul-24,BRSR_1204960_29072024020725
RPSG VENTURES LIMITED,2023,2024,https://nsearchives.nseindia.com/corporate/RPSGVENT_29072024114149_RVL_BRSR_2023_24_signed.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1204830_29072024114221_WEB.xml,29-Jul-24,BRSR_1204830_29072024114221
hindustan petroleum corporation limited,2023,2024,https://nsearchives.nseindia.com/corporate/HINDPETRO1_27072024225552_BRSR2024uploaddigitallySigned.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1204714_27072024105617_WEB.xml,27-Jul-24,BRSR_1204714_27072024105617
Orchid Pharma Limited,2023,2024,https://nsearchives.nseindia.com/corporate/ORCHPHARMA_27072024223857_Stx_Ltr_BRSR_Signed.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1204704_27072024103955_WEB.xml,27-Jul-24,BRSR_1204704_27072024103955
CESC Limited,2023,2024,https://nsearchives.nseindia.com/corporate/CESC_27072024223208_1.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1204696_27072024103227_WEB.xml,27-Jul-24,BRSR_1204696_27072024103227
ASK Automotive Limited,2023,2024,https://nsearchives.nseindia.com/corporate/8448091598_27072024200948_BusinessResponsibilityandSustainabilityReportFY202324.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1204663_27072024081020_WEB.xml,27-Jul-24,BRSR_1204663_27072024081020
NAVNEET EDUCATION LIMITED,2023,2024,https://nsearchives.nseindia.com/corporate/CHETAN95_27072024160519_BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1204452_27072024040531_WEB.xml,27-Jul-24,BRSR_1204452_27072024040531
AstraZeneca Pharma India Limited,2023,2024,https://nsearchives.nseindia.com/corporate/ASTRAZEN_27072024154755_AZPIL_BRSR_2024.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1204408_27072024034808_WEB.xml,27-Jul-24,BRSR_1204408_27072024034808
COAL INDIA LIMITED,2023,2024,https://nsearchives.nseindia.com/corporate/COALINDIA_27072024144017_brsrfinal.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1204364_27072024024025_WEB.xml,27-Jul-24,BRSR_1204364_27072024024025
IKIO LIGHTING LIMITED,2023,2024,https://nsearchives.nseindia.com/corporate/IKIO_26072024221536_BRSR20240726.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1204152_26072024101548_WEB.xml,26-Jul-24,BRSR_1204152_26072024101548
Cipla Limited,2023,2024,https://nsearchives.nseindia.com/corporate/CIPLA_26072024213241_CiplaBRSRFY202324signed.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1204118_26072024093320_WEB.xml,26-Jul-24,BRSR_1204118_26072024093320
JB Chemicals & Pharmaceuticals Limited,2023,2024,https://nsearchives.nseindia.com/corporate/JBCHEPHARM_26072024212954_NSE_BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1204115_26072024093022_WEB.xml,26-Jul-24,BRSR_1204115_26072024093022
Alkem Laboratories Limited,2023,2024,https://nsearchives.nseindia.com/corporate/ALKEM_26072024181314_ExchangeintimationBRSR2324signedfinal.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1203759_26072024061747_WEB.xml,26-Jul-24,BRSR_1203759_26072024061747
Dhunseri Ventures Limited,2023,2024,https://nsearchives.nseindia.com/corporate/DVL_26072024174915_BRSRFinal24merged.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1203657_26072024055100_WEB.xml,26-Jul-24,BRSR_1203657_26072024055100
Mangalore Refinery and Petrochemicals Limited,2023,2024,https://nsearchives.nseindia.com/corporate/MRPL_26072024165307_BRSRFull.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1203546_26072024045600_WEB.xml,26-Jul-24,BRSR_1203546_26072024045600
HESTER BIOSCIENCES LIMITED,2023,2024,https://nsearchives.nseindia.com/corporate/HESTERBIO_26072024164414_20240331BRSRFY24_.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1203514_26072024044422_WEB.xml,26-Jul-24,BRSR_1203514_26072024044422
S H KELKAR AND COMPANY LIMITED,2023,2024,https://nsearchives.nseindia.com/corporate/SHK_26072024152931_SHKBRSRFY202324.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1203346_26072024033111_WEB.xml,26-Jul-24,BRSR_1203346_26072024033111
Central Depository Services (India) Limited,2023,2024,https://nsearchives.nseindia.com/corporate/CDSL_26072024145355_BRSRSEIntimaitonNSE26072024.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1203294_26072024031218_WEB.xml,26-Jul-24,BRSR_1203294_26072024031218
TAJ GVK HOTELS & RESORTS LIMITED,2023,2024,https://nsearchives.nseindia.com/corporate/TAJGVK_26072024113715_BRSR202324.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1203051_26072024113736_WEB.xml,26-Jul-24,BRSR_1203051_26072024113736
Astral Limited,2023,2024,https://nsearchives.nseindia.com/corporate/ASTRAL_25072024232126_BRSRSigned.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1202971_25072024112153_WEB.xml,25-Jul-24,BRSR_1202971_25072024112153
Kolte - Patil Developers Limited,2023,2024,https://nsearchives.nseindia.com/corporate/KOLTEPATIL_25072024222355_BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1202950_25072024102529_WEB.xml,25-Jul-24,BRSR_1202950_25072024102529
Route Mobile Limited,2023,2024,https://nsearchives.nseindia.com/corporate/ROUTE_25072024213348_intimationsd.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1202929_25072024093407_WEB.xml,25-Jul-24,BRSR_1202929_25072024093407
Federal-Mogul Goetze (India) Limited.,2023,2024,https://nsearchives.nseindia.com/corporate/Federal_30072024182422_BRSR_Intimation.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1206914_30072024062712_WEB.xml,25-Jul-24,BRSR_1206914_30072024062712
Endurance Technologies Limited,2023,2024,https://nsearchives.nseindia.com/corporate/ENDURANCE_25072024194646_Intimation.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1202847_25072024074741_WEB.xml,25-Jul-24,BRSR_1202847_25072024074741
Avenue Supermarts Limited,2023,2024,https://nsearchives.nseindia.com/corporate/DMART_25072024185715_SEIntimationBRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1202764_25072024065823_WEB.xml,25-Jul-24,BRSR_1202764_25072024065823
FINE ORGANIC INDUSTRIES LIMITED,2023,2024,https://nsearchives.nseindia.com/corporate/FINEORG_25072024183125_FOILBRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1202695_25072024063455_WEB.xml,25-Jul-24,BRSR_1202695_25072024063455
EVEREADY INDUSTRIES INDIA LIMITED,2023,2024,https://nsearchives.nseindia.com/corporate/EVEREADY_25072024174051_AnnualReport2324.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1202556_25072024054106_WEB.xml,25-Jul-24,BRSR_1202556_25072024054106
HEXA TRADEX LIMITED,2023,2024,https://nsearchives.nseindia.com/corporate/HEXATRADEX_25072024160709_BRSRSE2024.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1202302_25072024040725_WEB.xml,25-Jul-24,BRSR_1202302_25072024040725
Jai Corp Limited,2023,2024,https://nsearchives.nseindia.com/corporate/JAICORPLTD_25072024154842_JCL_BRSR2024.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1202261_25072024034914_WEB.xml,25-Jul-24,BRSR_1202261_25072024034914
Heritage Foods Limited,2023,2024,https://nsearchives.nseindia.com/corporate/HERITGFOOD_25072024153109_BRSR_FY24.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1202204_25072024033126_WEB.xml,25-Jul-24,BRSR_1202204_25072024033126
Bajaj Consumer Care Limited,2023,2024,https://nsearchives.nseindia.com/corporate/BAJAJCON_25072024131303_BCCL_BRSR_2023_24.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1202021_25072024011635_WEB.xml,25-Jul-24,BRSR_1202021_25072024011635
Arvind Fashions Limited,2023,2024,https://nsearchives.nseindia.com/corporate/ARVINDFASN_24072024205912_Intimation_BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1201722_24072024090029_WEB.xml,24-Jul-24,BRSR_1201722_24072024090029
EID Parry India Limited,2023,2024,https://nsearchives.nseindia.com/corporate/EIDPARRY2_24072024191430_SESD_BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1201626_24072024072006_WEB.xml,24-Jul-24,BRSR_1201626_24072024072006
